from,to,distance
images/images/travel and  adventure/Places365_val_00011716.jpg,images/images/art and culture/i - 1308.jpeg,0.656460
images/images/travel and  adventure/Places365_val_00005937.jpg,images/images/travel and  adventure/Places365_val_00013218.jpg,0.656370
images/images/travel and  adventure/Places365_val_00008305.jpg,images/images/travel and  adventure/Places365_val_00013230.jpg,0.656341
images/images/travel and  adventure/Places365_val_00008922.jpg,images/images/travel and  adventure/Places365_val_00006296.jpg,0.656229
images/images/art and culture/311 (2).jpg,images/images/art and culture/25 (6).jpg,0.656126
images/images/travel and  adventure/Places365_val_00008534.jpg,images/images/art and culture/329 (7).jpg,0.656080
images/images/art and culture/i - 1046.jpeg,images/images/art and culture/i - 946.jpeg,0.656044
images/images/travel and  adventure/Places365_val_00012616.jpg,images/images/travel and  adventure/Places365_val_00010651.jpg,0.655956
images/images/travel and  adventure/Places365_val_00010595.jpg,images/images/travel and  adventure/Places365_val_00009752.jpg,0.655934
images/images/travel and  adventure/Places365_val_00011333.jpg,images/images/travel and  adventure/Places365_val_00007312.jpg,0.655749
images/images/travel and  adventure/Places365_val_00008594.jpg,images/images/travel and  adventure/Places365_val_00011203.jpg,0.655650
images/images/travel and  adventure/Places365_val_00013833.jpg,images/images/travel and  adventure/Places365_val_00013720.jpg,0.655649
images/images/food and d rinks/GaOuzkfSDKJLuLXTpuai.png,images/images/art and culture/i - 1345.jpeg,0.655602
images/images/travel and  adventure/Places365_val_00006727.jpg,images/images/travel and  adventure/Places365_val_00007507.jpg,0.655407
images/images/travel and  adventure/Places365_val_00011318.jpg,images/images/travel and  adventure/Places365_val_00006730.jpg,0.655387
images/images/travel and  adventure/Places365_val_00013481.jpg,images/images/art and culture/i - 832.jpeg,0.655303
images/images/travel and  adventure/Places365_val_00012936.jpg,images/images/travel and  adventure/Places365_val_00012953.jpg,0.655112
images/images/food and d rinks/cbxFck4Hv5G0n6V5hbcm.jpg,images/images/food and d rinks/385.jpg,0.655099
images/images/travel and  adventure/Places365_val_00014346.jpg,images/images/travel and  adventure/Places365_val_00009081.jpg,0.655028
images/images/travel and  adventure/Places365_val_00007863.jpg,images/images/travel and  adventure/Places365_val_00007290.jpg,0.654984
images/images/travel and  adventure/Places365_val_00008680.jpg,images/images/travel and  adventure/Places365_val_00014113.jpg,0.654942
images/images/travel and  adventure/Places365_val_00007240.jpg,images/images/travel and  adventure/Places365_val_00011926.jpg,0.654928
images/images/art and culture/628 (2).jpg,images/images/art and culture/205 (5).jpg,0.654906
images/images/travel and  adventure/Places365_val_00009070.jpg,images/images/art and culture/images (56).jpeg,0.654856
images/images/travel and  adventure/Places365_val_00010568.jpg,images/images/travel and  adventure/Places365_val_00010489.jpg,0.654785
images/images/travel and  adventure/Places365_val_00008262.jpg,images/images/architecure/2262850195_4dba0c5fc4.jpg,0.654723
images/images/art and culture/605 (2).jpg,images/images/travel and  adventure/Places365_val_00009369.jpg,0.654663
images/images/travel and  adventure/Places365_val_00013071.jpg,images/images/travel and  adventure/Places365_val_00014173.jpg,0.654585
images/images/art and culture/377 (5).jpg,images/images/art and culture/696 (6).jpg,0.654554
images/images/travel and  adventure/Places365_val_00008094.jpg,images/images/travel and  adventure/Places365_val_00007019.jpg,0.654516
images/images/travel and  adventure/Places365_val_00011051.jpg,images/images/travel and  adventure/Places365_val_00014448.jpg,0.654468
images/images/travel and  adventure/Places365_val_00011930.jpg,images/images/travel and  adventure/Places365_val_00007721.jpg,0.654467
images/images/travel and  adventure/Places365_val_00008774.jpg,images/images/travel and  adventure/Places365_val_00007146.jpg,0.654462
images/images/travel and  adventure/Places365_val_00012936.jpg,images/images/travel and  adventure/Places365_val_00013303.jpg,0.654317
images/images/travel and  adventure/Places365_val_00009318.jpg,images/images/travel and  adventure/Places365_val_00011680.jpg,0.654290
images/images/travel and  adventure/Places365_val_00010493.jpg,images/images/architecure/6345520201_653000e02b_n.jpg,0.654071
images/images/travel and  adventure/Places365_val_00006034.jpg,images/images/travel and  adventure/Places365_val_00011232.jpg,0.653977
images/images/travel and  adventure/Places365_val_00011813.jpg,images/images/travel and  adventure/Places365_val_00014113.jpg,0.653712
images/images/travel and  adventure/Places365_val_00006639.jpg,images/images/travel and  adventure/Places365_val_00014248.jpg,0.653545
images/images/food and d rinks/66 (3).jpg,images/images/food and d rinks/83 (3).jpg,0.653518
images/images/art and culture/338 (2).jpg,images/images/art and culture/428 (2).jpg,0.653464
images/images/art and culture/628 (2).jpg,images/images/art and culture/55 (5).jpg,0.653451
images/images/travel and  adventure/Places365_val_00011051.jpg,images/images/travel and  adventure/Places365_val_00010133.jpg,0.653443
images/images/travel and  adventure/Places365_val_00013156.jpg,images/images/travel and  adventure/Places365_val_00008467.jpg,0.653431
images/images/travel and  adventure/Places365_val_00008099.jpg,images/images/travel and  adventure/Places365_val_00013170.jpg,0.653390
images/images/travel and  adventure/Places365_val_00006882.jpg,images/images/art and culture/708 (5).jpg,0.653327
images/images/travel and  adventure/Places365_val_00008951.jpg,images/images/art and culture/688 (2).jpg,0.653301
images/images/travel and  adventure/Places365_val_00006571.jpg,images/images/food and d rinks/2Va5eql8bOcmFbfAos5V.jpeg,0.653210
images/images/food and d rinks/r1R8aeDc1dXToxQP2ckc.jpg,images/images/art and culture/336 (9).jpg,0.653165
images/images/travel and  adventure/Places365_val_00014038.jpg,images/images/food and d rinks/pl50xGGwlUpXAD3RJNtY.jpeg,0.653065
images/images/travel and  adventure/Places365_val_00008040.jpg,images/images/travel and  adventure/Places365_val_00012565.jpg,0.653034
images/images/food and d rinks/zmL7Pwaf70JUe8JvuIBz.jpg,images/images/food and d rinks/48.jpg,0.652923
images/images/travel and  adventure/Places365_val_00008264.jpg,images/images/art and culture/1804.jpg,0.652743
images/images/travel and  adventure/Places365_val_00010119.jpg,images/images/travel and  adventure/Places365_val_00008214.jpg,0.652694
images/images/travel and  adventure/Places365_val_00011858.jpg,images/images/travel and  adventure/Places365_val_00011567.jpg,0.652596
images/images/travel and  adventure/Places365_val_00010473.jpg,images/images/art and culture/i - 1042.jpeg,0.652562
images/images/art and culture/660 (7).jpg,images/images/food and d rinks/208 (3).jpg,0.652466
images/images/travel and  adventure/Places365_val_00013081.jpg,images/images/travel and  adventure/Places365_val_00011699.jpg,0.652438
images/images/travel and  adventure/Places365_val_00010396.jpg,images/images/travel and  adventure/Places365_val_00009256.jpg,0.652399
images/images/travel and  adventure/Places365_val_00008717.jpg,images/images/art and culture/672 (6).jpg,0.652252
images/images/travel and  adventure/Places365_val_00011318.jpg,images/images/art and culture/670 (6).jpg,0.652112
images/images/art and culture/670 (6).jpg,images/images/travel and  adventure/Places365_val_00011318.jpg,0.652112
images/images/travel and  adventure/Places365_val_00009156.jpg,images/images/art and culture/i - 1074.jpeg,0.652070
images/images/travel and  adventure/Places365_val_00007556.jpg,images/images/travel and  adventure/Places365_val_00011076.jpg,0.652002
images/images/art and culture/472.jpg,images/images/travel and  adventure/Places365_val_00008918.jpg,0.651943
images/images/travel and  adventure/Places365_val_00013833.jpg,images/images/travel and  adventure/Places365_val_00010452.jpg,0.651918
images/images/travel and  adventure/Places365_val_00014346.jpg,images/images/travel and  adventure/Places365_val_00007612.jpg,0.651738
images/images/food and d rinks/163 (2).jpg,images/images/art and culture/591 (5).jpg,0.651589
images/images/travel and  adventure/Places365_val_00006517.jpg,images/images/food and d rinks/ty4i1N6giCUSS1nVavMB.JPG,0.651480
images/images/travel and  adventure/Places365_val_00007750.jpg,images/images/travel and  adventure/Places365_val_00012768.jpg,0.651356
images/images/travel and  adventure/Places365_val_00006404.jpg,images/images/art and culture/i - 1064.jpeg,0.651251
images/images/travel and  adventure/Places365_val_00011813.jpg,images/images/travel and  adventure/Places365_val_00012413.jpg,0.651100
images/images/art and culture/593 (6).jpg,images/images/art and culture/37 (2).jpg,0.651080
images/images/774009278_8e75b7d498.jpg.jpg,images/images/art and culture/584 (5).jpg,0.651035
images/images/travel and  adventure/Places365_val_00010176.jpg,images/images/travel and  adventure/Places365_val_00013843.jpg,0.651020
images/images/travel and  adventure/Places365_val_00007073.jpg,images/images/travel and  adventure/Places365_val_00007334.jpg,0.651020
images/images/art and culture/405.png,images/images/art and culture/635 (7).jpg,0.650915
images/images/art and culture/93 (8).jpg,images/images/food and d rinks/74mfqGuZw7lOI4oHHrfu.jpg,0.650915
images/images/art and culture/1835.jpg,images/images/art and culture/2033.jpg,0.650908
images/images/travel and  adventure/Places365_val_00007391.jpg,images/images/travel and  adventure/Places365_val_00007971.jpg,0.650827
images/images/travel and  adventure/Places365_val_00013071.jpg,images/images/food and d rinks/B1wgrJWtwMdfj840IGlE.jpg,0.650609
images/images/architecure/6685379243_f7bc9d2551_m.jpg,images/images/food and d rinks/yAIIIeaFim8ZrWmVmfuS.jpg,0.650572
images/images/art and culture/i - 1505.jpeg,images/images/travel and  adventure/Places365_val_00009525.jpg,0.650380
images/images/art and culture/342 (2).jpg,images/images/travel and  adventure/Places365_val_00006169.jpg,0.650340
images/images/travel and  adventure/Places365_val_00013881.jpg,images/images/travel and  adventure/Places365_val_00008446.jpg,0.650326
images/images/travel and  adventure/Places365_val_00009075.jpg,images/images/travel and  adventure/Places365_val_00007747.jpg,0.650315
images/images/travel and  adventure/Places365_val_00009534.jpg,images/images/travel and  adventure/Places365_val_00009346.jpg,0.650124
images/images/travel and  adventure/Places365_val_00007114.jpg,images/images/travel and  adventure/Places365_val_00012845.jpg,0.650100
images/images/travel and  adventure/Places365_val_00012273.jpg,images/images/food and d rinks/46 (2).jpg,0.650091
images/images/food and d rinks/xvJ2MDirklPWc7rAbJrZ.jpeg,images/images/food and d rinks/255 (2).jpg,0.650019
images/images/travel and  adventure/Places365_val_00012671.jpg,images/images/art and culture/2329.jpg,0.649946
images/images/travel and  adventure/Places365_val_00011841.jpg,images/images/travel and  adventure/Places365_val_00007747.jpg,0.649844
images/images/travel and  adventure/Places365_val_00012066.jpg,images/images/travel and  adventure/Places365_val_00011235.jpg,0.649794
images/images/travel and  adventure/Places365_val_00007691.jpg,images/images/travel and  adventure/Places365_val_00013068.jpg,0.649589
images/images/travel and  adventure/Places365_val_00006208.jpg,images/images/travel and  adventure/Places365_val_00007498.jpg,0.649580
images/images/travel and  adventure/Places365_val_00006608.jpg,images/images/travel and  adventure/Places365_val_00012646.jpg,0.649508
images/images/travel and  adventure/Places365_val_00011012.jpg,images/images/travel and  adventure/Places365_val_00012763.jpg,0.649463
images/images/art and culture/i - 1509.jpeg,images/images/art and culture/3398_mainfoto_05.jpg,0.649316
images/images/travel and  adventure/Places365_val_00008697.jpg,images/images/travel and  adventure/Places365_val_00013141.jpg,0.649309
images/images/art and culture/741 (6).jpg,images/images/travel and  adventure/Places365_val_00010499.jpg,0.649096
images/images/art and culture/i - 898.jpeg,images/images/food and d rinks/fruit_0521.jpg,0.649091
images/images/travel and  adventure/Places365_val_00010265.jpg,images/images/travel and  adventure/Places365_val_00010359.jpg,0.649090
images/images/travel and  adventure/Places365_val_00011663.jpg,images/images/food and d rinks/UZakEkolfx4cCse1H4XX.jpg,0.648949
images/images/architecure/12755109124_198e4ee7ab_n.jpg,images/images/art and culture/378.jpg,0.648938
images/images/travel and  adventure/Places365_val_00006638.jpg,images/images/food and d rinks/fruit_0516.jpg,0.648916
images/images/travel and  adventure/Places365_val_00011716.jpg,images/images/travel and  adventure/Places365_val_00011203.jpg,0.648754
images/images/travel and  adventure/Places365_val_00007556.jpg,images/images/travel and  adventure/Places365_val_00012071.jpg,0.648633
images/images/travel and  adventure/Places365_val_00008190.jpg,images/images/food and d rinks/tNhqaThmQjtulpShAIVZ.jpg,0.648561
images/images/travel and  adventure/Places365_val_00008852.jpg,images/images/travel and  adventure/Places365_val_00010696.jpg,0.648499
images/images/travel and  adventure/Places365_val_00012616.jpg,images/images/travel and  adventure/Places365_val_00005775.jpg,0.648375
images/images/travel and  adventure/Places365_val_00008366.jpg,images/images/travel and  adventure/Places365_val_00007879.jpg,0.648134
images/images/travel and  adventure/Places365_val_00014306.jpg,images/images/food and d rinks/sNLE076A0d0OnGYQv06q.jpeg,0.648078
images/images/food and d rinks/sNLE076A0d0OnGYQv06q.jpeg,images/images/travel and  adventure/Places365_val_00014306.jpg,0.648078
images/images/art and culture/412 (7).jpg,images/images/travel and  adventure/Places365_val_00012108.jpg,0.648069
images/images/travel and  adventure/Places365_val_00008497.jpg,images/images/travel and  adventure/Places365_val_00011218.jpg,0.647986
images/images/travel and  adventure/Places365_val_00014038.jpg,images/images/travel and  adventure/Places365_val_00007807.jpg,0.647903
images/images/travel and  adventure/Places365_val_00007750.jpg,images/images/architecure/6255606467_5b9eae82ce_n.jpg,0.647754
images/images/art and culture/i - 1046.jpeg,images/images/art and culture/i - 1268.jpeg,0.647667
images/images/travel and  adventure/Places365_val_00007741.jpg,images/images/architecure/120px-Forkarla_kyrka_apse.jpg,0.647591
images/images/art and culture/93 (8).jpg,images/images/art and culture/73 (3).jpg,0.647464
images/images/travel and  adventure/Places365_val_00009521.jpg,images/images/travel and  adventure/Places365_val_00008298.jpg,0.647282
images/images/travel and  adventure/Places365_val_00006882.jpg,images/images/travel and  adventure/Places365_val_00011333.jpg,0.647209
images/images/travel and  adventure/Places365_val_00010753.jpg,images/images/travel and  adventure/Places365_val_00007003.jpg,0.647180
images/images/food and d rinks/GviE8U35snFpsZRSmd3e.jpg,images/images/travel and  adventure/Places365_val_00008297.jpg,0.647056
images/images/travel and  adventure/Places365_val_00007114.jpg,images/images/travel and  adventure/Places365_val_00011613.jpg,0.647056
images/images/art and culture/663.jpg,images/images/food and d rinks/lKhKBoRf8KZQtqcq2zEg.jpg,0.647017
images/images/travel and  adventure/Places365_val_00007909.jpg,images/images/travel and  adventure/Places365_val_00012633.jpg,0.646990
images/images/travel and  adventure/Places365_val_00005937.jpg,images/images/travel and  adventure/Places365_val_00008913.jpg,0.646974
images/images/travel and  adventure/Places365_val_00011627.jpg,images/images/travel and  adventure/Places365_val_00007556.jpg,0.646689
images/images/food and d rinks/jMBN270CCaOreoyQV5cd.jpg,images/images/food and d rinks/4yCoNd4kf1XjwXQgLDyt.jpg,0.646643
images/images/travel and  adventure/Places365_val_00006351.jpg,images/images/travel and  adventure/Places365_val_00006808.jpg,0.646559
images/images/art and culture/i - 855.jpeg,images/images/art and culture/23 (10).jpg,0.646540
images/images/travel and  adventure/Places365_val_00012154.jpg,images/images/travel and  adventure/Places365_val_00005961.jpg,0.646437
images/images/travel and  adventure/Places365_val_00007877.jpg,images/images/art and culture/1890.jpg,0.646351
images/images/travel and  adventure/Places365_val_00007877.jpg,images/images/art and culture/1540.jpg,0.646351
images/images/travel and  adventure/Places365_val_00010981.jpg,images/images/food and d rinks/rFGKaI2UqI7xHF6pzL3T.jpg,0.646192
images/images/travel and  adventure/Places365_val_00011923.jpg,images/images/travel and  adventure/Places365_val_00009278.jpg,0.646183
images/images/travel and  adventure/Places365_val_00009151.jpg,images/images/travel and  adventure/Places365_val_00010896.jpg,0.646123
images/images/travel and  adventure/Places365_val_00009200.jpg,images/images/travel and  adventure/Places365_val_00012525.jpg,0.646032
images/images/travel and  adventure/Places365_val_00006936.jpg,images/images/architecure/5890780423_69dd0d663f_m.jpg,0.646013
images/images/art and culture/447 (5).jpg,images/images/travel and  adventure/Places365_val_00013593.jpg,0.645992
images/images/travel and  adventure/Places365_val_00010396.jpg,images/images/travel and  adventure/Places365_val_00010451.jpg,0.645987
images/images/travel and  adventure/Places365_val_00011509.jpg,images/images/architecure/7525168978_6f12663728_m.jpg,0.645756
images/images/travel and  adventure/Places365_val_00013966.jpg,images/images/travel and  adventure/Places365_val_00005885.jpg,0.645498
images/images/art and culture/i - 964.jpeg,images/images/art and culture/21 (10).jpg,0.645480
images/images/travel and  adventure/Places365_val_00009100.jpg,images/images/art and culture/i - 1344.jpeg,0.645391
images/images/travel and  adventure/Places365_val_00005846.jpg,images/images/art and culture/1890.jpg,0.645265
images/images/travel and  adventure/Places365_val_00005846.jpg,images/images/art and culture/1990.jpg,0.645265
images/images/food and d rinks/141 (3).jpg,images/images/food and d rinks/372.png,0.645090
images/images/travel and  adventure/Places365_val_00006351.jpg,images/images/travel and  adventure/Places365_val_00011118.jpg,0.644957
images/images/travel and  adventure/Places365_val_00011118.jpg,images/images/travel and  adventure/Places365_val_00006351.jpg,0.644957
images/images/architecure/12755109124_198e4ee7ab_n.jpg,images/images/architecure/5621790806_e596d9cbd3_n.jpg,0.644928
images/images/food and d rinks/jMBN270CCaOreoyQV5cd.jpg,images/images/food and d rinks/MsTe8hB7PTXooGkaEWip.jpeg,0.644873
images/images/862054277_34b5a6f401.jpg.jpg,images/images/art and culture/51.jpg,0.644871
images/images/travel and  adventure/Places365_val_00005773.jpg,images/images/art and culture/i - 891.jpeg,0.644598
images/images/art and culture/i - 1185.jpeg,images/images/food and d rinks/u1bilweSvVpJRrhsMg2S.jpeg,0.644584
images/images/travel and  adventure/Places365_val_00010744.jpg,images/images/travel and  adventure/Places365_val_00007909.jpg,0.644227
images/images/travel and  adventure/Places365_val_00012336.jpg,images/images/travel and  adventure/Places365_val_00006503.jpg,0.644198
images/images/food and d rinks/141 (3).jpg,images/images/food and d rinks/231 (3).jpg,0.644044
images/images/travel and  adventure/Places365_val_00012598.jpg,images/images/travel and  adventure/Places365_val_00014300.jpg,0.643916
images/images/travel and  adventure/Places365_val_00008227.jpg,images/images/architecure/2528696195_ba1374b3b6_n.jpg,0.643910
images/images/art and culture/i - 1427.jpeg,images/images/food and d rinks/fruit_0968.jpg,0.643739
images/images/travel and  adventure/Places365_val_00012265.jpg,images/images/travel and  adventure/Places365_val_00014025.jpg,0.643637
images/images/fotor_2023-2-20_16_48_18.jpg,images/images/art and culture/1801.jpg,0.643633
images/images/travel and  adventure/Places365_val_00010940.jpg,images/images/travel and  adventure/Places365_val_00011618.jpg,0.643613
images/images/food and d rinks/UAMdf1Fnp1TwJw8ppbRc.jpeg,images/images/food and d rinks/252.jpg,0.643332
images/images/art and culture/663.jpg,images/images/architecure/6685379243_f7bc9d2551_m.jpg,0.643316
images/images/travel and  adventure/Places365_val_00012540.jpg,images/images/travel and  adventure/Places365_val_00007312.jpg,0.643145
images/images/travel and  adventure/Places365_val_00013555.jpg,images/images/travel and  adventure/Places365_val_00006985.jpg,0.643110
images/images/art and culture/i - 1427.jpeg,images/images/food and d rinks/fruit_0274.jpg,0.643009
images/images/travel and  adventure/Places365_val_00013966.jpg,images/images/travel and  adventure/Places365_val_00007714.jpg,0.642892
images/images/food and d rinks/yB1Zta5vwrhoU7so4hIH.jpg,images/images/food and d rinks/319 (2).jpg,0.642706
images/images/travel and  adventure/Places365_val_00014262.jpg,images/images/art and culture/i - 1487.jpeg,0.642466
images/images/art and culture/i - 1505.jpeg,images/images/art and culture/i - 1476.jpeg,0.642298
images/images/food and d rinks/2EaVjeEswSiyFP8lXbKK.jpg,images/images/food and d rinks/LiREfkrPh4R2L0VeooEP.jpeg,0.642181
images/images/travel and  adventure/Places365_val_00007391.jpg,images/images/travel and  adventure/Places365_val_00007612.jpg,0.642016
images/images/travel and  adventure/Places365_val_00009100.jpg,images/images/art and culture/0929.jpg,0.641824
images/images/food and d rinks/64.jpg,images/images/art and culture/481.jpg,0.641595
images/images/art and culture/191 (4).jpg,images/images/art and culture/54.jpg,0.641557
images/images/travel and  adventure/Places365_val_00012265.jpg,images/images/art and culture/2330.jpg,0.641537
images/images/travel and  adventure/Places365_val_00009809.jpg,images/images/travel and  adventure/Places365_val_00011465.jpg,0.641401
images/images/art and culture/593 (6).jpg,images/images/art and culture/269 (6).jpg,0.641229
images/images/travel and  adventure/Places365_val_00009381.jpg,images/images/travel and  adventure/Places365_val_00009669.jpg,0.641030
images/images/travel and  adventure/Places365_val_00012920.jpg,images/images/food and d rinks/303.jpg,0.640920
images/images/travel and  adventure/Places365_val_00011839.jpg,images/images/travel and  adventure/Places365_val_00011568.jpg,0.640897
images/images/travel and  adventure/Places365_val_00011909.jpg,images/images/travel and  adventure/Places365_val_00006895.jpg,0.640721
images/images/art and culture/499 (5).jpg,images/images/art and culture/400 (4).jpg,0.640693
images/images/art and culture/621 (6).jpg,images/images/art and culture/203 (6).jpg,0.640646
images/images/travel and  adventure/Places365_val_00012855.jpg,images/images/travel and  adventure/Places365_val_00013938.jpg,0.640606
images/images/travel and  adventure/Places365_val_00007980.jpg,images/images/art and culture/459 (2).jpg,0.640410
images/images/food and d rinks/hbjXIIRZU57ux23VvuSy.jpg,images/images/food and d rinks/363 (2).jpg,0.640287
images/images/travel and  adventure/Places365_val_00013967.jpg,images/images/art and culture/1560.jpg,0.640221
images/images/travel and  adventure/Places365_val_00013523.jpg,images/images/travel and  adventure/Places365_val_00011114.jpg,0.640201
images/images/travel and  adventure/Places365_val_00014481.jpg,images/images/travel and  adventure/Places365_val_00005961.jpg,0.640165
images/images/travel and  adventure/Places365_val_00011492.jpg,images/images/art and culture/1805.jpg,0.639964
images/images/food and d rinks/r1R8aeDc1dXToxQP2ckc.jpg,images/images/travel and  adventure/Places365_val_00010968.jpg,0.639643
images/images/travel and  adventure/Places365_val_00009055.jpg,images/images/travel and  adventure/Places365_val_00007042.jpg,0.639543
images/images/travel and  adventure/Places365_val_00009069.jpg,images/images/travel and  adventure/Places365_val_00007072.jpg,0.639457
images/images/travel and  adventure/Places365_val_00006028.jpg,images/images/art and culture/736 (2).jpg,0.639064
images/images/art and culture/i - 1424.jpeg,images/images/art and culture/i - 794.jpeg,0.639060
images/images/travel and  adventure/Places365_val_00009082.jpg,images/images/food and d rinks/Yl71qYmeAiSsARhg8JQq.jpg,0.638996
images/images/travel and  adventure/Places365_val_00009069.jpg,images/images/travel and  adventure/Places365_val_00008376.jpg,0.638724
images/images/travel and  adventure/Places365_val_00007741.jpg,images/images/architecure/Schondorf_St._Jakobus_427.jpg,0.638628
images/images/travel and  adventure/Places365_val_00009827.jpg,images/images/food and d rinks/243 (2).jpg,0.638561
images/images/travel and  adventure/Places365_val_00011457.jpg,images/images/art and culture/1545.jpg,0.638468
images/images/travel and  adventure/Places365_val_00011457.jpg,images/images/art and culture/1395.jpg,0.638468
images/images/travel and  adventure/Places365_val_00012855.jpg,images/images/art and culture/i - 1054.jpeg,0.638360
images/images/travel and  adventure/Places365_val_00006517.jpg,images/images/art and culture/132.jpeg,0.638274
images/images/travel and  adventure/Places365_val_00006816.jpg,images/images/travel and  adventure/Places365_val_00009070.jpg,0.638227
images/images/travel and  adventure/Places365_val_00008264.jpg,images/images/travel and  adventure/Places365_val_00014203.jpg,0.638110
images/images/food and d rinks/fxAm7JvbH6MgFywDukDB.jpg,images/images/food and d rinks/5RpmwxMKDIIIGMiVPL1p.jpg,0.637961
images/images/food and d rinks/46.png,images/images/food and d rinks/68 (2).jpg,0.637619
images/images/art and culture/311 (2).jpg,images/images/art and culture/2106.jpg,0.637578
images/images/travel and  adventure/Places365_val_00006608.jpg,images/images/travel and  adventure/Places365_val_00011290.jpg,0.637449
images/images/art and culture/447 (5).jpg,images/images/travel and  adventure/Places365_val_00006375.jpg,0.637327
images/images/travel and  adventure/Places365_val_00010176.jpg,images/images/travel and  adventure/Places365_val_00010102.jpg,0.637212
images/images/food and d rinks/dY6LFIeDCqxu7zCGeZgx.jpg,images/images/art and culture/357 (5).jpg,0.637103
images/images/travel and  adventure/Places365_val_00012273.jpg,images/images/art and culture/2207.jpg,0.636920
images/images/950273886_88c324e663.jpg.jpg,images/images/travel and  adventure/Places365_val_00011987.jpg,0.636801
images/images/art and culture/22.png,images/images/travel and  adventure/Places365_val_00007903.jpg,0.636659
images/images/travel and  adventure/Places365_val_00009151.jpg,images/images/travel and  adventure/Places365_val_00012072.jpg,0.636288
images/images/food and d rinks/fruit_0316.jpg,images/images/architecure/3754585193_1efaebb574_m.jpg,0.636117
images/images/travel and  adventure/Places365_val_00011663.jpg,images/images/food and d rinks/e3orgCk4t6VmJ2cAidEI.png,0.635882
images/images/travel and  adventure/Places365_val_00006159.jpg,images/images/food and d rinks/TzkrQBBtsHReRmUpZUKd.jpg,0.635867
images/images/travel and  adventure/Places365_val_00013203.jpg,images/images/travel and  adventure/Places365_val_00006028.jpg,0.635794
images/images/travel and  adventure/Places365_val_00008227.jpg,images/images/architecure/766291726_6a1e18c385_m.jpg,0.635417
images/images/travel and  adventure/Places365_val_00013240.jpg,images/images/food and d rinks/391.jpg,0.635138
images/images/travel and  adventure/Places365_val_00012755.jpg,images/images/travel and  adventure/Places365_val_00007564.jpg,0.635042
images/images/travel and  adventure/Places365_val_00007564.jpg,images/images/travel and  adventure/Places365_val_00012755.jpg,0.635042
images/images/travel and  adventure/Places365_val_00006188.jpg,images/images/travel and  adventure/Places365_val_00013189.jpg,0.634813
images/images/travel and  adventure/Places365_val_00007691.jpg,images/images/travel and  adventure/Places365_val_00007202.jpg,0.634782
images/images/travel and  adventure/Places365_val_00007202.jpg,images/images/travel and  adventure/Places365_val_00007691.jpg,0.634782
images/images/travel and  adventure/Places365_val_00014262.jpg,images/images/travel and  adventure/Places365_val_00013240.jpg,0.634335
images/images/art and culture/604 (2).jpg,images/images/architecure/612347732_e3d559eca2_m.jpg,0.634277
images/images/art and culture/523 (6).jpg,images/images/art and culture/80.jpg,0.634183
images/images/travel and  adventure/Places365_val_00011839.jpg,images/images/travel and  adventure/Places365_val_00006863.jpg,0.634161
images/images/travel and  adventure/Places365_val_00012190.jpg,images/images/travel and  adventure/Places365_val_00009642.jpg,0.633928
images/images/travel and  adventure/Places365_val_00006159.jpg,images/images/food and d rinks/uVLponOZEdkDmS2Ynhds.jpg,0.633788
images/images/travel and  adventure/Places365_val_00007753.jpg,images/images/travel and  adventure/Places365_val_00013621.jpg,0.633558
images/images/travel and  adventure/Places365_val_00007389.jpg,images/images/art and culture/i - 1178.jpeg,0.633340
images/images/food and d rinks/lybdpmSsCTgmvKAlOrkw.jpg,images/images/art and culture/142 (6).jpg,0.633295
images/images/travel and  adventure/Places365_val_00011627.jpg,images/images/travel and  adventure/Places365_val_00014241.jpg,0.633273
images/images/travel and  adventure/Places365_val_00010744.jpg,images/images/travel and  adventure/Places365_val_00011059.jpg,0.633098
images/images/travel and  adventure/Places365_val_00014060.jpg,images/images/travel and  adventure/Places365_val_00012108.jpg,0.632916
images/images/travel and  adventure/Places365_val_00012145.jpg,images/images/architecure/3351128330_a31223007c_m.jpg,0.632669
images/images/architecure/15489556067_79e9e12044_n.jpg,images/images/art and culture/i - 1013.jpeg,0.632621
images/images/travel and  adventure/Places365_val_00008305.jpg,images/images/travel and  adventure/Places365_val_00010336.jpg,0.632569
images/images/travel and  adventure/Places365_val_00013523.jpg,images/images/art and culture/51 (9).jpg,0.632557
images/images/travel and  adventure/Places365_val_00013555.jpg,images/images/travel and  adventure/Places365_val_00008742.jpg,0.632203
images/images/travel and  adventure/Places365_val_00012066.jpg,images/images/travel and  adventure/Places365_val_00009444.jpg,0.632166
images/images/travel and  adventure/Places365_val_00012510.jpg,images/images/art and culture/2207.jpg,0.632017
images/images/art and culture/22.png,images/images/architecure/120px-Flying_buttresses_of_Notre-Dame_de_Strasbourg.jpg,0.631625
images/images/travel and  adventure/Places365_val_00013095.jpg,images/images/art and culture/images (56).jpeg,0.631536
images/images/travel and  adventure/Places365_val_00013934.jpg,images/images/architecure/6912316375_e4bc2abf1a_m.jpg,0.631397
images/images/travel and  adventure/Places365_val_00009296.jpg,images/images/architecure/27827115_ca59ac7216_m.jpg,0.631245
images/images/travel and  adventure/Places365_val_00009321.jpg,images/images/travel and  adventure/Places365_val_00014447.jpg,0.631169
images/images/art and culture/272 (2).jpg,images/images/food and d rinks/TFLzBylzZhn0Zs5g8uLC.png,0.630973
images/images/travel and  adventure/Places365_val_00008358.jpg,images/images/travel and  adventure/Places365_val_00008164.jpg,0.630566
