from,to,distance
images/images/travel and  adventure/Places365_val_00011971.jpg,images/images/travel and  adventure/Places365_val_00008529.jpg,0.695634
images/images/food and d rinks/qtdg3dc05SwLflckxuws.jpg,images/images/food and d rinks/AthOQ8ZbRfFdLgh6xo4J.jpg,0.695619
images/images/travel and  adventure/Places365_val_00012880.jpg,images/images/travel and  adventure/Places365_val_00006131.jpg,0.695603
images/images/art and culture/2647_mainfoto_05.jpg,images/images/art and culture/0003.jpg,0.695602
images/images/travel and  adventure/Places365_val_00012017.jpg,images/images/travel and  adventure/Places365_val_00006978.jpg,0.695578
images/images/art and culture/541 (2).jpg,images/images/art and culture/735.jpeg,0.695533
images/images/travel and  adventure/Places365_val_00012888.jpg,images/images/travel and  adventure/Places365_val_00010404.jpg,0.695526
images/images/travel and  adventure/Places365_val_00010997.jpg,images/images/travel and  adventure/Places365_val_00009742.jpg,0.695508
images/images/travel and  adventure/Places365_val_00005972.jpg,images/images/travel and  adventure/Places365_val_00009447.jpg,0.695483
images/images/art and culture/0977.jpg,images/images/art and culture/0029.jpg,0.695444
images/images/travel and  adventure/Places365_val_00010169.jpg,images/images/travel and  adventure/Places365_val_00006295.jpg,0.695439
images/images/food and d rinks/zMpordOxfWCFTxKawXMb.jpg,images/images/food and d rinks/lqSh4PcBLlTGphaaqqdH.jpg,0.695432
images/images/art and culture/i - 1072.jpeg,images/images/art and culture/i - 895.jpeg,0.695422
images/images/travel and  adventure/Places365_val_00011286.jpg,images/images/travel and  adventure/Places365_val_00006293.jpg,0.695409
images/images/travel and  adventure/Places365_val_00006602.jpg,images/images/travel and  adventure/Places365_val_00007962.jpg,0.695402
images/images/art and culture/659.png,images/images/food and d rinks/x8RfpSouSzMf4IPjU3kb.jpg,0.695396
images/images/food and d rinks/165 (3).jpg,images/images/food and d rinks/40.jpg,0.695360
images/images/travel and  adventure/Places365_val_00011027.jpg,images/images/travel and  adventure/Places365_val_00010739.jpg,0.695359
images/images/travel and  adventure/Places365_val_00008294.jpg,images/images/food and d rinks/8AZ5EzStGQ41LEs1KNzs.jpg,0.695338
images/images/travel and  adventure/Places365_val_00013068.jpg,images/images/travel and  adventure/Places365_val_00013890.jpg,0.695314
images/images/travel and  adventure/Places365_val_00013890.jpg,images/images/travel and  adventure/Places365_val_00013068.jpg,0.695314
images/images/art and culture/378.png,images/images/art and culture/2260.jpg,0.695294
images/images/art and culture/2260.jpg,images/images/art and culture/378.png,0.695294
images/images/art and culture/181 (9).jpg,images/images/travel and  adventure/Places365_val_00010557.jpg,0.695277
images/images/art and culture/379.jpg,images/images/art and culture/398 (5).jpg,0.695273
images/images/art and culture/i - 842.jpeg,images/images/art and culture/i - 892.jpeg,0.695272
images/images/food and d rinks/bJ35q8XEAZjWLSZtmlv1.jpg,images/images/food and d rinks/tHdMeI5tPKvQInaS3YPb.jpg,0.695266
images/images/art and culture/3326_mainfoto_05.jpg,images/images/travel and  adventure/Places365_val_00008012.jpg,0.695266
images/images/art and culture/146 (2).jpg,images/images/art and culture/0879.jpg,0.695262
images/images/art and culture/241 (9).jpg,images/images/art and culture/196 (8).jpg,0.695253
images/images/art and culture/67 (3).jpg,images/images/art and culture/678 (5).jpg,0.695251
images/images/art and culture/490 (5).jpg,images/images/art and culture/302 (6).jpg,0.695246
images/images/art and culture/574 (4).jpg,images/images/art and culture/547 (2).jpg,0.695238
images/images/travel and  adventure/Places365_val_00010207.jpg,images/images/art and culture/i - 954.jpeg,0.695228
images/images/food and d rinks/nWixliH2mAXobKpw05pl.jpg,images/images/food and d rinks/m14TWbbTZ5GF0nXn8R1G.jpg,0.695227
images/images/travel and  adventure/Places365_val_00014372.jpg,images/images/art and culture/604 (2).jpg,0.695226
images/images/art and culture/604 (2).jpg,images/images/travel and  adventure/Places365_val_00014372.jpg,0.695226
images/images/art and culture/i - 962.jpeg,images/images/travel and  adventure/Places365_val_00011849.jpg,0.695206
images/images/travel and  adventure/Places365_val_00007890.jpg,images/images/travel and  adventure/Places365_val_00006613.jpg,0.695205
images/images/travel and  adventure/Places365_val_00009356.jpg,images/images/architecure/6054323641_53df670312_n.jpg,0.695189
images/images/architecure/6054323641_53df670312_n.jpg,images/images/travel and  adventure/Places365_val_00009356.jpg,0.695189
images/images/travel and  adventure/Places365_val_00005967.jpg,images/images/travel and  adventure/Places365_val_00008056.jpg,0.695127
images/images/travel and  adventure/Places365_val_00014226.jpg,images/images/travel and  adventure/Places365_val_00006705.jpg,0.695123
images/images/travel and  adventure/Places365_val_00008138.jpg,images/images/travel and  adventure/Places365_val_00008382.jpg,0.695122
images/images/travel and  adventure/Places365_val_00010317.jpg,images/images/travel and  adventure/Places365_val_00014354.jpg,0.695113
images/images/travel and  adventure/Places365_val_00013228.jpg,images/images/travel and  adventure/Places365_val_00012757.jpg,0.695094
images/images/travel and  adventure/Places365_val_00013214.jpg,images/images/art and culture/1784.jpg,0.695078
images/images/art and culture/355.jpg,images/images/travel and  adventure/Places365_val_00007010.jpg,0.695070
images/images/art and culture/30 (5).jpg,images/images/art and culture/204 (6).jpg,0.695063
images/images/travel and  adventure/Places365_val_00007377.jpg,images/images/travel and  adventure/Places365_val_00009714.jpg,0.695032
images/images/travel and  adventure/Places365_val_00010616.jpg,images/images/travel and  adventure/Places365_val_00009598.jpg,0.695013
images/images/food and d rinks/nPqI7izCMvtejB2UBBHO.jpg,images/images/food and d rinks/L1Jfnhc42EaHTPAY8rHZ.jpg,0.694955
images/images/art and culture/i - 1206.jpeg,images/images/art and culture/i - 1366.jpeg,0.694949
images/images/travel and  adventure/Places365_val_00011737.jpg,images/images/travel and  adventure/Places365_val_00011714.jpg,0.694873
images/images/travel and  adventure/Places365_val_00006374.jpg,images/images/travel and  adventure/Places365_val_00013378.jpg,0.694871
images/images/art and culture/480 (2).jpg,images/images/travel and  adventure/Places365_val_00008137.jpg,0.694857
images/images/travel and  adventure/Places365_val_00011317.jpg,images/images/travel and  adventure/Places365_val_00006177.jpg,0.694855
images/images/travel and  adventure/Places365_val_00012282.jpg,images/images/art and culture/498.jpg,0.694807
images/images/travel and  adventure/Places365_val_00011486.jpg,images/images/travel and  adventure/Places365_val_00005772.jpg,0.694800
images/images/travel and  adventure/Places365_val_00008031.jpg,images/images/art and culture/i - 1023.jpeg,0.694797
images/images/travel and  adventure/Places365_val_00006207.jpg,images/images/travel and  adventure/Places365_val_00009532.jpg,0.694794
images/images/travel and  adventure/Places365_val_00007929.jpg,images/images/travel and  adventure/Places365_val_00009347.jpg,0.694774
images/images/travel and  adventure/Places365_val_00009347.jpg,images/images/travel and  adventure/Places365_val_00007929.jpg,0.694774
images/images/food and d rinks/jx7ds0xgBOzLUA4sGgsr.jpg,images/images/food and d rinks/6tKZPXZrSFruiULX12cQ.jpg,0.694771
images/images/travel and  adventure/Places365_val_00005845.jpg,images/images/architecure/8367689373_e20f2e12f8_n.jpg,0.694743
images/images/travel and  adventure/Places365_val_00010893.jpg,images/images/travel and  adventure/Places365_val_00012238.jpg,0.694739
images/images/travel and  adventure/Places365_val_00013393.jpg,images/images/food and d rinks/IURwOZqXbMQPsytPmUZL.jpg,0.694730
images/images/travel and  adventure/Places365_val_00008711.jpg,images/images/travel and  adventure/Places365_val_00012885.jpg,0.694712
images/images/architecure/4934336755_4b28ccfe91_m.jpg,images/images/art and culture/i - 839.jpeg,0.694710
images/images/travel and  adventure/Places365_val_00009561.jpg,images/images/food and d rinks/VMaAexjYxNpSoLTdaONj.jpg,0.694663
images/images/food and d rinks/jrJnmaJklD0G1CRDCMHX.png,images/images/food and d rinks/ZRnXAB3TP52T1kVkVkkK.jpeg,0.694656
images/images/travel and  adventure/Places365_val_00013871.jpg,images/images/travel and  adventure/Places365_val_00014115.jpg,0.694652
images/images/food and d rinks/KgO2ihxQkDow31ELUuJ2.jpg,images/images/food and d rinks/TQkhcTw2CnXLGS0HtZsW.jpg,0.694643
images/images/art and culture/i - 1268.jpeg,images/images/art and culture/i - 1485.jpeg,0.694631
images/images/food and d rinks/xyggfihhy13IyEbqFYNI.jpg,images/images/food and d rinks/WTTd8SZicK5Z8rsUnY4s.jpeg,0.694581
images/images/travel and  adventure/Places365_val_00011689.jpg,images/images/food and d rinks/glM63usrJyC1XcFLiTis.jpg,0.694576
images/images/travel and  adventure/Places365_val_00006093.jpg,images/images/food and d rinks/y860GkRDzysGSWH0suHW.jpg,0.694574
images/images/art and culture/361 (2).jpg,images/images/art and culture/1731.jpg,0.694557
images/images/food and d rinks/dWUA0G8yPvu8JbYc8i7K.jpg,images/images/food and d rinks/eGp1UyyxqsGgTTnQarJG.jpg,0.694531
images/images/art and culture/293 (5).jpg,images/images/art and culture/411 (6).jpg,0.694531
images/images/travel and  adventure/Places365_val_00006134.jpg,images/images/travel and  adventure/Places365_val_00012943.jpg,0.694507
images/images/food and d rinks/rufLV08CAtURzPLfPruV.png,images/images/food and d rinks/uZOJGIkFUuPi1Y4mDkBi.jpg,0.694506
images/images/travel and  adventure/Places365_val_00013687.jpg,images/images/art and culture/338 (6).jpg,0.694489
images/images/travel and  adventure/Places365_val_00010846.jpg,images/images/travel and  adventure/Places365_val_00010865.jpg,0.694481
images/images/travel and  adventure/Places365_val_00013630.jpg,images/images/travel and  adventure/Places365_val_00007672.jpg,0.694466
images/images/food and d rinks/6ABTbKIXec4cRjkO5ucv.jpg,images/images/food and d rinks/B8RsDjdfVnNSmgrffnuZ.jpg,0.694458
images/images/food and d rinks/L7d4TIHBjWtCjRMS3Uxp.jpg,images/images/food and d rinks/350 (3).jpg,0.694455
images/images/travel and  adventure/Places365_val_00011504.jpg,images/images/architecure/4130497438_e390a013b4_m.jpg,0.694453
images/images/art and culture/503 (6).jpg,images/images/art and culture/727.jpg,0.694421
images/images/travel and  adventure/Places365_val_00006788.jpg,images/images/travel and  adventure/Places365_val_00009923.jpg,0.694420
images/images/travel and  adventure/Places365_val_00007032.jpg,images/images/travel and  adventure/Places365_val_00008853.jpg,0.694353
images/images/travel and  adventure/Places365_val_00006136.jpg,images/images/travel and  adventure/Places365_val_00006980.jpg,0.694350
images/images/travel and  adventure/Places365_val_00013749.jpg,images/images/architecure/2738920927_d7922ee201_m.jpg,0.694338
images/images/travel and  adventure/Places365_val_00007164.jpg,images/images/travel and  adventure/Places365_val_00007652.jpg,0.694336
images/images/travel and  adventure/Places365_val_00007041.jpg,images/images/travel and  adventure/Places365_val_00009231.jpg,0.694325
images/images/art and culture/664 (5).jpg,images/images/food and d rinks/814OyRb8LEDVt53WRRk2.JPG,0.694321
images/images/travel and  adventure/Places365_val_00013135.jpg,images/images/travel and  adventure/Places365_val_00008678.jpg,0.694301
images/images/art and culture/i - 848.jpeg,images/images/art and culture/i - 1511.jpeg,0.694269
images/images/art and culture/123.png,images/images/art and culture/726.jpg,0.694230
images/images/art and culture/i - 1208.jpeg,images/images/travel and  adventure/Places365_val_00013712.jpg,0.694228
images/images/travel and  adventure/Places365_val_00013995.jpg,images/images/travel and  adventure/Places365_val_00011797.jpg,0.694228
images/images/travel and  adventure/Places365_val_00012961.jpg,images/images/travel and  adventure/Places365_val_00012906.jpg,0.694223
images/images/food and d rinks/wlgcya3XXSqu5PD00lRQ.jpg,images/images/food and d rinks/398.jpg,0.694221
images/images/art and culture/i - 1106.jpeg,images/images/food and d rinks/fruit_0787.jpg,0.694211
images/images/food and d rinks/Rq0b7GOXOHdobhdRrUTc.png,images/images/art and culture/665.jpg,0.694210
images/images/art and culture/501 (2).jpg,images/images/art and culture/523 (2).jpg,0.694197
images/images/art and culture/i - 979.jpeg,images/images/travel and  adventure/Places365_val_00010292.jpg,0.694184
images/images/travel and  adventure/Places365_val_00013917.jpg,images/images/travel and  adventure/Places365_val_00013123.jpg,0.694140
images/images/architecure/3732904548_8bf3ab1587_m.jpg,images/images/architecure/3603138083_86865b1eeb_m.jpg,0.694113
images/images/travel and  adventure/Places365_val_00009157.jpg,images/images/travel and  adventure/Places365_val_00011780.jpg,0.694104
images/images/art and culture/594 (7).jpg,images/images/art and culture/341.jpg,0.694097
images/images/travel and  adventure/Places365_val_00010530.jpg,images/images/art and culture/2287.jpg,0.694093
images/images/travel and  adventure/Places365_val_00010828.jpg,images/images/travel and  adventure/Places365_val_00012639.jpg,0.694093
images/images/travel and  adventure/Places365_val_00005861.jpg,images/images/food and d rinks/291 (3).jpg,0.694085
images/images/travel and  adventure/Places365_val_00009626.jpg,images/images/travel and  adventure/Places365_val_00010491.jpg,0.694027
images/images/art and culture/3326_mainfoto_05.jpg,images/images/travel and  adventure/Places365_val_00005900.jpg,0.694003
images/images/travel and  adventure/Places365_val_00012241.jpg,images/images/travel and  adventure/Places365_val_00011810.jpg,0.693996
images/images/art and culture/682 (2).jpg,images/images/art and culture/2101.jpg,0.693964
images/images/food and d rinks/404.jpg,images/images/food and d rinks/428.jpg,0.693961
images/images/travel and  adventure/Places365_val_00011683.jpg,images/images/food and d rinks/ymDUwdfcKebIUX8VSvdQ.jpeg,0.693939
images/images/travel and  adventure/Places365_val_00011683.jpg,images/images/food and d rinks/KiyoAAqM3NUexu2CUtlG.png,0.693928
images/images/travel and  adventure/Places365_val_00008077.jpg,images/images/art and culture/i - 940.jpeg,0.693923
images/images/travel and  adventure/Places365_val_00011657.jpg,images/images/travel and  adventure/Places365_val_00008431.jpg,0.693916
images/images/art and culture/345 (5).jpg,images/images/art and culture/375 (6).jpg,0.693897
images/images/food and d rinks/bJUjo5kzsTVe3EO2Wa45.jpg,images/images/food and d rinks/0ColHucPT8Tgnq7yigBe.png,0.693891
images/images/travel and  adventure/Places365_val_00008258.jpg,images/images/travel and  adventure/Places365_val_00007160.jpg,0.693862
images/images/travel and  adventure/Places365_val_00012376.jpg,images/images/travel and  adventure/Places365_val_00008687.jpg,0.693862
images/images/travel and  adventure/Places365_val_00012011.jpg,images/images/travel and  adventure/Places365_val_00007794.jpg,0.693860
images/images/food and d rinks/MthAew7J1rm8e5HBvPLP.jpg,images/images/art and culture/279 (5).jpg,0.693844
images/images/travel and  adventure/Places365_val_00013449.jpg,images/images/travel and  adventure/Places365_val_00012839.jpg,0.693831
images/images/art and culture/464 (6).jpg,images/images/art and culture/34 (4).jpg,0.693796
images/images/travel and  adventure/Places365_val_00012168.jpg,images/images/travel and  adventure/Places365_val_00013156.jpg,0.693783
images/images/travel and  adventure/Places365_val_00013156.jpg,images/images/travel and  adventure/Places365_val_00012168.jpg,0.693783
images/images/travel and  adventure/Places365_val_00007606.jpg,images/images/architecure/2613888520_982142d11f_m.jpg,0.693763
images/images/travel and  adventure/Places365_val_00009632.jpg,images/images/travel and  adventure/Places365_val_00012088.jpg,0.693754
images/images/travel and  adventure/Places365_val_00013874.jpg,images/images/travel and  adventure/Places365_val_00009525.jpg,0.693710
images/images/travel and  adventure/Places365_val_00010018.jpg,images/images/food and d rinks/5dsLjyOiLcAxd2rNedEX.jpg,0.693674
images/images/travel and  adventure/Places365_val_00012893.jpg,images/images/travel and  adventure/Places365_val_00008011.jpg,0.693653
images/images/art and culture/241 (9).jpg,images/images/art and culture/832.jpg,0.693649
images/images/food and d rinks/F8KLJCSp0DlZjHtvjFCI.jpg,images/images/art and culture/423 (9).jpg,0.693647
images/images/food and d rinks/94 (3).jpg,images/images/food and d rinks/50.png,0.693621
images/images/art and culture/i - 1169 20.26.47.jpeg,images/images/art and culture/i - 1298.jpeg,0.693611
images/images/art and culture/i - 1298.jpeg,images/images/art and culture/i - 1169 20.26.47.jpeg,0.693611
images/images/travel and  adventure/Places365_val_00008820.jpg,images/images/food and d rinks/xmqSw5J0J32aLKxd73Fp.jpeg,0.693597
images/images/art and culture/i - 981.jpeg,images/images/art and culture/i - 789.jpeg,0.693568
images/images/art and culture/i - 1367.jpeg,images/images/art and culture/i - 995.jpeg,0.693564
images/images/art and culture/355.jpg,images/images/art and culture/649 (7).jpg,0.693527
images/images/travel and  adventure/Places365_val_00006812.jpg,images/images/art and culture/1828.jpg,0.693525
images/images/art and culture/i - 1029.jpeg,images/images/architecure/4863940338_a9f5c63e95_m.jpg,0.693524
images/images/travel and  adventure/Places365_val_00011657.jpg,images/images/travel and  adventure/Places365_val_00013057.jpg,0.693520
images/images/food and d rinks/fMRc52y3HhDrw4y0rQtz.jpg,images/images/food and d rinks/Q1ERbqZ1S6Lr1WcIPoIF.jpg,0.693519
images/images/art and culture/i - 816.jpeg,images/images/art and culture/647.jpg,0.693510
images/images/travel and  adventure/Places365_val_00012938.jpg,images/images/travel and  adventure/Places365_val_00008061.jpg,0.693475
images/images/food and d rinks/Iha3G0yAtecYkRdwPWCk.jpg,images/images/travel and  adventure/Places365_val_00014444.jpg,0.693455
images/images/travel and  adventure/Places365_val_00010815.jpg,images/images/travel and  adventure/Places365_val_00009063.jpg,0.693448
images/images/art and culture/580 (4).jpg,images/images/food and d rinks/CRvaHJmwoaZaBiQfwpsS.jpg,0.693444
images/images/art and culture/477 (2).jpg,images/images/food and d rinks/kj7Ii2SOWPyHau5azOlR.jpeg,0.693427
images/images/travel and  adventure/Places365_val_00009350.jpg,images/images/travel and  adventure/Places365_val_00006462.jpg,0.693425
images/images/travel and  adventure/Places365_val_00014453.jpg,images/images/travel and  adventure/Places365_val_00006041.jpg,0.693395
images/images/food and d rinks/UgroTzX0czDdbiSD6Aoi.jpg,images/images/food and d rinks/odNvbUcA6GDIam1YYkmP.jpg,0.693362
images/images/travel and  adventure/Places365_val_00013002.jpg,images/images/travel and  adventure/Places365_val_00009615.jpg,0.693326
images/images/travel and  adventure/Places365_val_00013629.jpg,images/images/art and culture/327 (5).jpg,0.693241
images/images/food and d rinks/TMeAWTLr30CXCgCSOah1.jpg,images/images/food and d rinks/aVeVDHnZbDhsxC1BbVZR.jpg,0.693214
images/images/food and d rinks/fCzP2yoFINOSBEIR8lFG.jpg,images/images/food and d rinks/6zvfc507BmBcOePWr55O.JPG,0.693210
images/images/food and d rinks/YpmxPxtHI5x3RFYGN3hd.jpg,images/images/food and d rinks/ZL2geELM8I6MMwvsFJ82.jpg,0.693204
images/images/architecure/16030389399_22e485433e_m.jpg,images/images/travel and  adventure/Places365_val_00008740.jpg,0.693196
images/images/art and culture/338 (5).jpg,images/images/art and culture/100 (4).jpg,0.693140
images/images/food and d rinks/389 (2).jpg,images/images/travel and  adventure/Places365_val_00011311.jpg,0.693086
images/images/travel and  adventure/Places365_val_00010470.jpg,images/images/travel and  adventure/Places365_val_00010750.jpg,0.693082
images/images/art and culture/440 (8).jpg,images/images/art and culture/161 (2).jpg,0.693065
images/images/food and d rinks/158.jpeg,images/images/food and d rinks/19 (3).jpg,0.693050
images/images/architecure/12731857263_f48354d332_n.jpg,images/images/architecure/15509618450_dc7c998c7e_m.jpg,0.693043
images/images/travel and  adventure/Places365_val_00007998.jpg,images/images/travel and  adventure/Places365_val_00013951.jpg,0.693032
images/images/travel and  adventure/Places365_val_00007276.jpg,images/images/travel and  adventure/Places365_val_00009395.jpg,0.693026
images/images/travel and  adventure/Places365_val_00012117.jpg,images/images/food and d rinks/DXWk5InVeC8Yg5oEQm0G.jpeg,0.693002
images/images/travel and  adventure/Places365_val_00014130.jpg,images/images/architecure/5921303234_b8946cdd1f_m.jpg,0.692992
images/images/travel and  adventure/Places365_val_00014240.jpg,images/images/travel and  adventure/Places365_val_00012326.jpg,0.692928
images/images/art and culture/662.png,images/images/art and culture/2061.jpg,0.692928
images/images/food and d rinks/70.png,images/images/art and culture/301 (7).jpg,0.692912
images/images/food and d rinks/BXaVVjIPW1DrsnVPWS4S.jpeg,images/images/travel and  adventure/Places365_val_00012101.jpg,0.692875
images/images/travel and  adventure/Places365_val_00013184.jpg,images/images/food and d rinks/0aEfPNAcNtMaNvsUJVsE.jpg,0.692870
images/images/art and culture/469 (5).jpg,images/images/travel and  adventure/Places365_val_00008913.jpg,0.692814
images/images/food and d rinks/7ZhVEPBb3hXKjbrAPxOP.jpg,images/images/art and culture/554 (4).jpg,0.692814
images/images/travel and  adventure/Places365_val_00011840.jpg,images/images/travel and  adventure/Places365_val_00008450.jpg,0.692806
images/images/travel and  adventure/Places365_val_00007998.jpg,images/images/travel and  adventure/Places365_val_00013574.jpg,0.692799
images/images/food and d rinks/167 (2).jpg,images/images/food and d rinks/69 (2).jpg,0.692765
images/images/art and culture/197.jpg,images/images/art and culture/522 (7).jpg,0.692753
images/images/architecure/6200841449_258e8454a1_m.jpg,images/images/travel and  adventure/Places365_val_00007827.jpg,0.692725
images/images/travel and  adventure/Places365_val_00005782.jpg,images/images/travel and  adventure/Places365_val_00008791.jpg,0.692680
images/images/art and culture/i - 1470.jpeg,images/images/travel and  adventure/Places365_val_00014026.jpg,0.692679
images/images/travel and  adventure/Places365_val_00012186.jpg,images/images/travel and  adventure/Places365_val_00009676.jpg,0.692675
images/images/travel and  adventure/Places365_val_00011274.jpg,images/images/travel and  adventure/Places365_val_00009658.jpg,0.692670
images/images/travel and  adventure/Places365_val_00013672.jpg,images/images/travel and  adventure/Places365_val_00008452.jpg,0.692665
images/images/travel and  adventure/Places365_val_00011874.jpg,images/images/travel and  adventure/Places365_val_00009919.jpg,0.692659
images/images/travel and  adventure/Places365_val_00013170.jpg,images/images/food and d rinks/iSj3IIAOqFx7IPYsJyzZ.jpg,0.692645
images/images/travel and  adventure/Places365_val_00012870.jpg,images/images/travel and  adventure/Places365_val_00007036.jpg,0.692616
images/images/travel and  adventure/Places365_val_00008188.jpg,images/images/travel and  adventure/Places365_val_00006877.jpg,0.692611
images/images/travel and  adventure/Places365_val_00008387.jpg,images/images/art and culture/111.png,0.692589
images/images/art and culture/343 (2).jpg,images/images/art and culture/16 (2).jpg,0.692584
images/images/travel and  adventure/Places365_val_00011847.jpg,images/images/travel and  adventure/Places365_val_00007828.jpg,0.692562
images/images/food and d rinks/OaRSLsCpBXDYMtCfxAIJ.jpg,images/images/food and d rinks/f5ru2Mg81cTMsKdCL6ag.jpeg,0.692509
images/images/travel and  adventure/Places365_val_00010353.jpg,images/images/travel and  adventure/Places365_val_00012356.jpg,0.692499
images/images/travel and  adventure/Places365_val_00012938.jpg,images/images/architecure/4730243135_461fb2b38b_n.jpg,0.692480
images/images/art and culture/2004.jpg,images/images/art and culture/2006.jpg,0.692477
images/images/travel and  adventure/Places365_val_00008668.jpg,images/images/travel and  adventure/Places365_val_00007877.jpg,0.692449
images/images/art and culture/674 (2).jpg,images/images/travel and  adventure/Places365_val_00014074.jpg,0.692426
images/images/art and culture/469 (5).jpg,images/images/art and culture/689 (2).jpg,0.692417
images/images/travel and  adventure/Places365_val_00007770.jpg,images/images/art and culture/484 (7).jpg,0.692410
images/images/travel and  adventure/Places365_val_00005973.jpg,images/images/art and culture/287 (2).jpg,0.692406
images/images/food and d rinks/x75udt6P08MbS3OTNb0N.jpg,images/images/travel and  adventure/Places365_val_00012701.jpg,0.692385
images/images/travel and  adventure/Places365_val_00011371.jpg,images/images/travel and  adventure/Places365_val_00011235.jpg,0.692375
images/images/travel and  adventure/Places365_val_00011235.jpg,images/images/travel and  adventure/Places365_val_00011371.jpg,0.692375
images/images/travel and  adventure/Places365_val_00012134.jpg,images/images/travel and  adventure/Places365_val_00011160.jpg,0.692350
images/images/travel and  adventure/Places365_val_00011160.jpg,images/images/travel and  adventure/Places365_val_00012134.jpg,0.692350
images/images/art and culture/27 (10).jpg,images/images/art and culture/i - 1066.jpeg,0.692345
images/images/travel and  adventure/Places365_val_00007236.jpg,images/images/travel and  adventure/Places365_val_00010624.jpg,0.692326
images/images/art and culture/317 (6).jpg,images/images/food and d rinks/vi2Ib366lEPEnrWlL7ua.jpeg,0.692309
images/images/travel and  adventure/Places365_val_00014140.jpg,images/images/travel and  adventure/Places365_val_00006718.jpg,0.692298
images/images/food and d rinks/c7mbdAqjOLgnPAsdEkYE.jpg,images/images/food and d rinks/100 (2).jpg,0.692296
images/images/food and d rinks/KxdBtMhiJYqoBQp8763N.jpeg,images/images/food and d rinks/D8mhhAyi8k2ROudLxwxV.jpg,0.692250
images/images/art and culture/509.jpg,images/images/food and d rinks/KoWeXs2BAod5pQnUaIA7.jpg,0.692230
images/images/food and d rinks/2gjTXV7TbxEC1UQuVlwz.jpg,images/images/food and d rinks/YsOK8WbpiuUf5l7qLnzU.jpg,0.692224
images/images/travel and  adventure/Places365_val_00011589.jpg,images/images/art and culture/688 (7).jpg,0.692197
images/images/art and culture/632.jpg,images/images/art and culture/189 (2).jpg,0.692196
images/images/travel and  adventure/Places365_val_00007883.jpg,images/images/travel and  adventure/Places365_val_00011420.jpg,0.692161
images/images/travel and  adventure/Places365_val_00007516.jpg,images/images/travel and  adventure/Places365_val_00014070.jpg,0.692161
images/images/architecure/16030389399_22e485433e_m.jpg,images/images/travel and  adventure/Places365_val_00011782.jpg,0.692157
images/images/art and culture/i - 1308.jpeg,images/images/travel and  adventure/Places365_val_00011108.jpg,0.692152
images/images/art and culture/605 (5).jpg,images/images/art and culture/377 (6).jpg,0.692149
images/images/food and d rinks/TX6IoxvrFjFwiwuDXuun.jpg,images/images/food and d rinks/52.jpg,0.692148
images/images/art and culture/i - 1246.jpeg,images/images/art and culture/i - 1265.jpeg,0.692148
images/images/travel and  adventure/Places365_val_00009077.jpg,images/images/travel and  adventure/Places365_val_00006581.jpg,0.692146
images/images/travel and  adventure/Places365_val_00007770.jpg,images/images/art and culture/i - 1193.jpeg,0.692130
images/images/art and culture/images (48).jpeg,images/images/art and culture/2256.jpg,0.692124
images/images/art and culture/2203.jpg,images/images/art and culture/i - 1428.jpeg,0.692120
images/images/art and culture/617 (2).jpg,images/images/art and culture/401 (2).jpg,0.692025
images/images/art and culture/38 (5).jpg,images/images/art and culture/80.jpeg,0.691998
images/images/art and culture/632.jpg,images/images/art and culture/680 (2).jpg,0.691993
images/images/food and d rinks/mnsMjn3sykqiYs78DP57.jpg,images/images/food and d rinks/u4XmylmRF5LAc2qpKLfT.png,0.691984
images/images/travel and  adventure/Places365_val_00010152.jpg,images/images/architecure/1086000142_0d9c86aff4_n.jpg,0.691958
images/images/food and d rinks/147.jpg,images/images/art and culture/541 (6).jpg,0.691922
images/images/travel and  adventure/Places365_val_00008806.jpg,images/images/travel and  adventure/Places365_val_00007632.jpg,0.691920
images/images/travel and  adventure/Places365_val_00012551.jpg,images/images/travel and  adventure/Places365_val_00012441.jpg,0.691914
images/images/travel and  adventure/Places365_val_00007037.jpg,images/images/travel and  adventure/Places365_val_00014512.jpg,0.691910
images/images/food and d rinks/hKedkOVUEFc7poXVgLZ7.jpeg,images/images/food and d rinks/lfeBQLDkOJJyWx1BfaO0.jpg,0.691891
images/images/travel and  adventure/Places365_val_00013350.jpg,images/images/travel and  adventure/Places365_val_00009300.jpg,0.691854
images/images/food and d rinks/135 (2).jpg,images/images/food and d rinks/LPDkUKnpDNL3b7lVK7XQ.jpg,0.691850
images/images/travel and  adventure/Places365_val_00013556.jpg,images/images/travel and  adventure/Places365_val_00008310.jpg,0.691849
images/images/travel and  adventure/Places365_val_00013697.jpg,images/images/travel and  adventure/Places365_val_00010987.jpg,0.691844
images/images/food and d rinks/njn3iXayWBw454Tls4Op.jpg,images/images/food and d rinks/bRdXwWjDTVIhRGm6lrJc.jpeg,0.691838
images/images/travel and  adventure/Places365_val_00011644.jpg,images/images/travel and  adventure/Places365_val_00013761.jpg,0.691822
images/images/travel and  adventure/Places365_val_00011160.jpg,images/images/travel and  adventure/Places365_val_00011728.jpg,0.691793
images/images/travel and  adventure/Places365_val_00011728.jpg,images/images/travel and  adventure/Places365_val_00011160.jpg,0.691793
images/images/food and d rinks/m4zJ1WG7f8nxuosiBfum.jpg,images/images/travel and  adventure/Places365_val_00006961.jpg,0.691790
images/images/travel and  adventure/Places365_val_00006749.jpg,images/images/travel and  adventure/Places365_val_00007212.jpg,0.691780
