component_id,mean,sum,count,min,max
1566,1.781553,2.000000,0.890776,0.890776,0.890776
1563,12.511787,13.000000,0.962445,0.941120,0.973976
1560,2.757154,3.000000,0.919051,0.910355,0.923399
1552,6.360523,7.000000,0.908646,0.882660,0.928179
1546,1.772281,2.000000,0.886140,0.886140,0.886140
1542,2.658504,3.000000,0.886168,0.883747,0.887379
1537,2.755316,3.000000,0.918439,0.896203,0.929556
1520,8.991285,10.000000,0.899129,0.889002,0.910380
1518,3.633994,4.000000,0.908498,0.884123,0.932874
1514,4.489661,5.000000,0.897932,0.881170,0.907153
1513,1.834425,2.000000,0.917212,0.917212,0.917212
1512,3.565494,4.000000,0.891373,0.886497,0.896250
1510,6.241813,7.000000,0.891688,0.883190,0.898461
1507,1.770753,2.000000,0.885376,0.885376,0.885376
1503,0.897939,1.000000,0.897939,0.897939,0.897939
1500,9.994081,11.000000,0.908553,0.887628,0.921043
1493,7.713902,8.000000,0.964238,0.938209,1.000000
1492,3.704516,4.000000,0.926129,0.913380,0.938878
1490,13.821193,15.000000,0.921413,0.886572,0.948489
1486,5.424314,6.000000,0.904052,0.884551,0.927521
1485,1.837858,2.000000,0.918929,0.918929,0.918929
1483,1.841313,2.000000,0.920656,0.920656,0.920656
1481,1.878817,2.000000,0.939408,0.939408,0.939408
1470,2.692654,3.000000,0.897551,0.888775,0.901939
1467,8.209993,9.000000,0.912221,0.897550,0.930473
1463,1.827788,2.000000,0.913894,0.913894,0.913894
1456,1.763732,2.000000,0.881866,0.881866,0.881866
1454,0.883500,1.000000,0.883500,0.883500,0.883500
1451,1.858494,2.000000,0.929247,0.929247,0.929247
1450,7.168913,8.000000,0.896114,0.889683,0.908168
1449,6.305294,7.000000,0.900756,0.881501,0.917141
1448,0.886553,1.000000,0.886553,0.886553,0.886553
1447,1.800006,2.000000,0.900003,0.900003,0.900003
1441,13.190818,14.000000,0.942201,0.895463,1.000000
1430,3.562258,4.000000,0.890565,0.885662,0.895467
1429,1.764174,2.000000,0.882087,0.882087,0.882087
1427,1.792427,2.000000,0.896213,0.896213,0.896213
1421,1.860967,2.000000,0.930484,0.930484,0.930484
1411,1.768618,2.000000,0.884309,0.884309,0.884309
1409,7.394860,8.000000,0.924358,0.891774,0.944497
1408,1.789064,2.000000,0.894532,0.894532,0.894532
1406,1.864687,2.000000,0.932344,0.932344,0.932344
1403,5.671944,6.000000,0.945324,0.925402,0.964683
1400,3.677866,4.000000,0.919466,0.896988,0.941945
1399,7.189733,8.000000,0.898717,0.888652,0.907748
1397,5.314399,6.000000,0.885733,0.881957,0.889908
1389,1.908852,2.000000,0.954426,0.954426,0.954426
1382,1.772882,2.000000,0.886441,0.886441,0.886441
1377,5.385517,6.000000,0.897586,0.881469,0.915845
1373,2.698802,3.000000,0.899601,0.880161,0.909321
1362,0.892671,1.000000,0.892671,0.892671,0.892671
1353,10.364474,11.000000,0.942225,0.914162,0.972913
1340,10.784297,12.000000,0.898691,0.882233,0.926100
1339,1.860294,2.000000,0.930147,0.930147,0.930147
1329,1.775223,2.000000,0.887612,0.886815,0.888409
1328,1.830991,2.000000,0.915496,0.915496,0.915496
1327,1.887805,2.000000,0.943903,0.943903,0.943903
1324,1.760600,2.000000,0.880300,0.880159,0.880441
1323,2.711476,3.000000,0.903825,0.884470,0.913503
1312,18.212563,20.000000,0.910628,0.886363,0.938241
1311,1.868219,2.000000,0.934109,0.934109,0.934109
1308,3.678107,4.000000,0.919527,0.901449,0.930941
1302,1.800949,2.000000,0.900475,0.900475,0.900475
1301,5.365376,6.000000,0.894229,0.884735,0.902288
1298,24.863300,26.000000,0.956281,0.935999,0.977123
1297,1.804293,2.000000,0.902146,0.902146,0.902146
1292,0.906295,1.000000,0.906295,0.906295,0.906295
1291,0.893265,1.000000,0.893265,0.893265,0.893265
1290,0.897857,1.000000,0.897857,0.897857,0.897857
1286,3.623150,4.000000,0.905788,0.903976,0.907599
1283,4.606332,5.000000,0.921266,0.889938,0.959566
1282,6.377861,7.000000,0.911123,0.883648,0.924205
1280,1.792466,2.000000,0.896233,0.896204,0.896262
1279,1.804240,2.000000,0.902120,0.902120,0.902120
1278,4.556748,5.000000,0.911350,0.882860,0.939846
1273,1.782733,2.000000,0.891367,0.891367,0.891367
1268,2.661968,3.000000,0.887323,0.881274,0.899421
1267,1.797941,2.000000,0.898970,0.898970,0.898970
1261,10.187032,11.000000,0.926094,0.886460,0.954883
1259,1.770801,2.000000,0.885401,0.885401,0.885401
1257,0.893903,1.000000,0.893903,0.893903,0.893903
1256,1.760476,2.000000,0.880238,0.880238,0.880238
1254,0.889280,1.000000,0.889280,0.889280,0.889280
1247,1.782567,2.000000,0.891283,0.891283,0.891283
1245,1.760957,2.000000,0.880479,0.880479,0.880479
1242,9.769683,10.000000,0.976968,0.904227,0.995937
1236,1.819645,2.000000,0.909822,0.909822,0.909822
1231,11.111566,12.000000,0.925964,0.901654,0.938361
1227,6.475746,7.000000,0.925107,0.895196,0.939739
1225,0.887118,1.000000,0.887118,0.887118,0.887118
1216,5.591337,6.000000,0.931889,0.917304,0.947390
1212,1.766560,2.000000,0.883280,0.883280,0.883280
1203,0.893769,1.000000,0.893769,0.893769,0.893769
1199,3.739300,4.000000,0.934825,0.920651,0.946223
1195,1.774275,2.000000,0.887138,0.887138,0.887138
1192,6.382860,7.000000,0.911837,0.903116,0.920130
1191,6.300373,7.000000,0.900053,0.889167,0.911145
1184,4.518712,5.000000,0.903742,0.899058,0.909327
1172,6.340369,7.000000,0.905767,0.900327,0.909633
1170,1.769500,2.000000,0.884750,0.884750,0.884750
1169,7.353085,8.000000,0.919136,0.887450,0.939851
1166,7.462110,8.000000,0.932764,0.880088,0.979233
1163,1.804512,2.000000,0.902256,0.902256,0.902256
1142,6.493587,7.000000,0.927655,0.914591,0.933236
1129,1.864997,2.000000,0.932498,0.932498,0.932498
1128,1.839403,2.000000,0.919701,0.919701,0.919701
1125,0.903396,1.000000,0.903396,0.903396,0.903396
1124,6.337453,7.000000,0.905350,0.892581,0.920070
1123,1.843205,2.000000,0.921602,0.921602,0.921602
1122,3.576856,4.000000,0.894214,0.891904,0.896721
1121,10.937291,12.000000,0.911441,0.882395,1.000000
1120,1.819060,2.000000,0.909530,0.909530,0.909530
1118,1.821467,2.000000,0.910734,0.910734,0.910734
1116,4.577427,5.000000,0.915485,0.887603,0.946175
1115,3.569057,4.000000,0.892264,0.890292,0.894237
1114,1.778797,2.000000,0.889398,0.889398,0.889398
539,2.000000,2.000000,1.000000,1.000000,1.000000
538,9.432465,10.000000,0.943246,0.884003,1.000000
537,2.000000,2.000000,1.000000,1.000000,1.000000
535,1.999998,2.000000,0.999999,0.999999,0.999999
529,2.000000,2.000000,1.000000,1.000000,1.000000
528,1.999999,2.000000,1.000000,1.000000,1.000000
527,2.000000,2.000000,1.000000,1.000000,1.000000
526,2.000000,2.000000,1.000000,1.000000,1.000000
522,2.000000,2.000000,1.000000,1.000000,1.000000
521,7.533857,8.000000,0.941732,0.883465,1.000000
519,2.000000,2.000000,1.000000,1.000000,1.000000
514,1.999998,2.000000,0.999999,0.999999,0.999999
513,2.000000,2.000000,1.000000,1.000000,1.000000
506,2.000000,2.000000,1.000000,1.000000,1.000000
505,5.675495,6.000000,0.945916,0.891832,1.000000
500,2.000000,2.000000,1.000000,1.000000,1.000000
498,2.000000,2.000000,1.000000,1.000000,1.000000
495,1.798467,2.000000,0.899233,0.899233,0.899233
490,1.873290,2.000000,0.936645,0.936645,0.936645
488,3.585243,4.000000,0.896311,0.884657,0.907964
487,7.748756,8.000000,0.968595,0.937189,1.000000
485,2.750332,3.000000,0.916777,0.897433,0.926450
482,0.900212,1.000000,0.900212,0.900212,0.900212
478,32.560081,36.000000,0.904447,0.880096,0.951543
477,5.693369,6.000000,0.948895,0.925290,0.994542
476,16.618036,18.000000,0.923224,0.888282,0.945758
475,7.412738,8.000000,0.926592,0.904429,0.943731
472,18.240620,20.000000,0.912031,0.891261,0.954643
470,1.761445,2.000000,0.880722,0.880722,0.880722
467,3.546090,4.000000,0.886523,0.880947,0.892098
463,1.781656,2.000000,0.890828,0.890828,0.890828
452,14.667992,16.000000,0.916749,0.902311,0.927126
448,1.787473,2.000000,0.893737,0.893737,0.893737
447,2.862727,3.000000,0.954242,0.892383,0.985172
446,9.734228,10.000000,0.973423,0.962133,0.979239
443,1.774666,2.000000,0.887333,0.887333,0.887333
440,5.542443,6.000000,0.923740,0.914863,0.931015
438,1.806516,2.000000,0.903258,0.903258,0.903258
436,1.812809,2.000000,0.906404,0.906404,0.906404
431,1.763894,2.000000,0.881947,0.881947,0.881947
429,11.237700,12.000000,0.936475,0.910249,0.967463
423,10.818069,12.000000,0.901506,0.886335,0.924964
415,2.000000,2.000000,1.000000,1.000000,1.000000
413,2.000000,2.000000,1.000000,1.000000,1.000000
405,1.878485,2.000000,0.939242,0.939242,0.939242
402,3.572627,4.000000,0.893157,0.890109,0.896205
397,2.000000,2.000000,1.000000,1.000000,1.000000
395,2.000000,2.000000,1.000000,1.000000,1.000000
393,1.861866,2.000000,0.930933,0.930933,0.930933
385,11.443478,12.000000,0.953623,0.912282,0.987790
380,2.000000,2.000000,1.000000,1.000000,1.000000
375,5.441639,6.000000,0.906940,0.889605,0.920228
374,10.063087,11.000000,0.914826,0.881526,0.947341
371,1.824730,2.000000,0.912365,0.912365,0.912365
370,8.921793,10.000000,0.892179,0.881067,0.923620
364,0.911334,1.000000,0.911334,0.911334,0.911334
361,5.827116,6.000000,0.971186,0.970018,0.973410
358,5.559919,6.000000,0.926653,0.890043,0.997213
356,13.789399,15.000000,0.919293,0.880869,0.954462
352,1.813499,2.000000,0.906749,0.906749,0.906749
349,1.779800,2.000000,0.889900,0.889900,0.889900
348,1.786810,2.000000,0.893405,0.893405,0.893405
347,3.572277,4.000000,0.893069,0.889556,0.895721
345,7.503794,8.000000,0.937974,0.899810,0.955167
343,5.634258,6.000000,0.939043,0.905506,1.000000
334,5.392188,6.000000,0.898698,0.884750,0.920996
328,12.804464,14.000000,0.914605,0.884062,0.943008
325,1.797845,2.000000,0.898922,0.898922,0.898922
323,5.864763,6.000000,0.977461,0.966191,1.000000
322,1.936693,2.000000,0.968346,0.968346,0.968346
321,6.292388,7.000000,0.898913,0.891575,0.906148
320,5.695352,6.000000,0.949225,0.937588,0.955588
318,2.000000,2.000000,1.000000,1.000000,1.000000
317,5.772492,6.000000,0.962082,0.943123,1.000000
316,4.497227,5.000000,0.899445,0.888965,0.904142
313,2.000000,2.000000,1.000000,1.000000,1.000000
312,1.997650,2.000000,0.998825,0.998825,0.998825
308,1.777223,2.000000,0.888612,0.888612,0.888612
307,5.539362,6.000000,0.923227,0.884841,1.000000
300,5.903742,6.000000,0.983957,0.975935,1.000000
296,1.785830,2.000000,0.892915,0.892915,0.892915
294,3.689373,4.000000,0.922343,0.899724,0.944962
290,1.769196,2.000000,0.884598,0.884598,0.884598
287,1.888825,2.000000,0.944412,0.944412,0.944412
283,5.497898,6.000000,0.916316,0.891802,0.941356
281,2.000000,2.000000,1.000000,1.000000,1.000000
279,1.780584,2.000000,0.890292,0.890292,0.890292
278,1.885638,2.000000,0.942819,0.942819,0.942819
277,1.941414,2.000000,0.970707,0.970707,0.970707
276,1.868147,2.000000,0.934073,0.934073,0.934073
271,4.528872,5.000000,0.905774,0.888429,0.915717
268,11.421173,12.000000,0.951764,0.921654,1.000000
267,3.578157,4.000000,0.894539,0.888674,0.900405
266,2.753778,3.000000,0.917926,0.915495,0.919141
265,15.436657,17.000000,0.908039,0.881112,0.979103
261,1.770768,2.000000,0.885384,0.885384,0.885384
259,1.808345,2.000000,0.904172,0.899243,0.909102
257,8.155898,9.000000,0.906211,0.888549,0.921303
126,14.386428,16.000000,0.899152,0.880727,0.951097
125,4.433798,5.000000,0.886760,0.881189,0.889000
124,34.227234,37.000000,0.925060,0.897464,0.961535
121,1.767918,2.000000,0.883959,0.883959,0.883959
119,5.764855,6.000000,0.960809,0.882427,1.000000
118,12.921309,14.000000,0.922951,0.893285,0.937722
116,2.000000,2.000000,1.000000,1.000000,1.000000
115,18.723207,20.000000,0.936160,0.898850,1.000000
110,7.398269,8.000000,0.924784,0.915596,0.932728
109,56.991508,62.000000,0.919218,0.895799,0.957490
104,8.974912,10.000000,0.897491,0.884477,0.910396
103,17.421848,19.000000,0.916939,0.884548,1.000000
100,51.163872,55.000000,0.930252,0.886402,0.958208
98,70.997154,77.000000,0.922041,0.890709,0.973929
96,15.028528,16.000000,0.939283,0.900815,0.961050
95,2.000000,2.000000,1.000000,1.000000,1.000000
89,5.369706,6.000000,0.894951,0.881649,0.905312
84,29.005606,32.000000,0.906425,0.884356,0.949303
83,8.284865,9.000000,0.920541,0.880444,1.000000
80,11.690288,13.000000,0.899253,0.886052,0.909699
79,1.823998,2.000000,0.911999,0.911999,0.911999
74,5.335417,6.000000,0.889236,0.887158,0.891904
73,13.331767,14.000000,0.952269,0.923984,0.969391
72,9.413556,10.000000,0.941356,0.912832,1.000000
71,1.996031,2.000000,0.998016,0.998016,0.998016
69,10.271878,11.000000,0.933807,0.881184,0.970590
68,26.851965,29.000000,0.925930,0.890378,0.976431
67,15.061082,16.000000,0.941318,0.922933,0.949737
65,36.703590,40.000000,0.917590,0.886544,0.949826
63,6.300311,7.000000,0.900044,0.889180,0.904363
62,41.737934,45.000000,0.927510,0.885645,0.968480
61,23.154394,25.000000,0.926176,0.895492,0.970718
15,5.999997,6.000000,0.999999,0.999999,0.999999
36,6.000000,6.000000,1.000000,1.000000,1.000000
38,7.314662,8.000000,0.914333,0.894006,0.928004
39,20.806171,23.000000,0.904616,0.880216,0.974515
40,20.941029,23.000000,0.910479,0.881449,0.952631
41,27.932419,30.000000,0.931081,0.905673,0.967547
42,8.333483,9.000000,0.925943,0.919008,0.934330
43,28.263149,30.000000,0.942105,0.910688,0.955290
46,21.722973,23.000000,0.944477,0.883752,0.994329
47,31.253290,34.000000,0.919214,0.886717,1.000000
49,5.449605,6.000000,0.908267,0.890970,0.919481
50,66.682312,70.000000,0.952604,0.889526,0.992912
51,2.698658,3.000000,0.899553,0.882386,0.908136
53,18.293592,20.000000,0.914680,0.881794,0.953358
55,13.196173,14.000000,0.942584,0.919510,0.961337
57,36.341709,39.000000,0.931839,0.898476,0.962227
58,7.438818,8.000000,0.929852,0.911140,0.949574
127,1.820939,2.000000,0.910469,0.910469,0.910469
130,4.684811,5.000000,0.936962,0.904130,0.982459
131,17.249989,19.000000,0.907894,0.883944,0.947952
142,1.840521,2.000000,0.920261,0.920261,0.920261
144,35.876644,38.000000,0.944122,0.911955,0.964299
145,9.305431,10.000000,0.930543,0.916766,0.940482
148,5.666405,6.000000,0.944401,0.933548,0.956599
149,1.792543,2.000000,0.896272,0.896272,0.896272
151,16.671421,18.000000,0.926190,0.899194,1.000000
153,9.021967,10.000000,0.902197,0.882361,0.915538
154,13.714196,15.000000,0.914280,0.894102,0.926498
160,74.892326,82.000000,0.913321,0.887608,0.953160
162,17.574617,19.000000,0.924980,0.892626,0.955758
164,5.607347,6.000000,0.934558,0.901837,1.000000
166,8.467368,9.000000,0.940819,0.918549,0.949228
171,3.709079,4.000000,0.927270,0.920005,0.934535
174,7.326842,8.000000,0.915855,0.883608,0.947520
175,8.272810,9.000000,0.919201,0.887180,0.939468
178,5.497149,6.000000,0.916192,0.913217,0.919665
181,6.434063,7.000000,0.919152,0.905276,0.927102
182,7.289670,8.000000,0.911209,0.885109,0.951575
183,1.948894,2.000000,0.974447,0.974447,0.974447
184,2.000000,2.000000,1.000000,1.000000,1.000000
186,7.419906,8.000000,0.927488,0.896184,0.946007
188,1.869980,2.000000,0.934990,0.934990,0.934990
189,5.449463,6.000000,0.908244,0.884549,0.944791
190,10.125103,11.000000,0.920464,0.886669,1.000000
194,9.717309,10.000000,0.971731,0.953265,0.999999
196,2.685655,3.000000,0.895218,0.892583,0.896536
200,24.509979,27.000000,0.907777,0.883212,0.933076
202,18.254826,20.000000,0.912741,0.880043,0.939403
204,1.771697,2.000000,0.885848,0.885848,0.885848
205,6.254171,7.000000,0.893453,0.883814,0.905816
212,5.999998,6.000000,1.000000,1.000000,1.000000
213,1.783160,2.000000,0.891580,0.883015,0.900145
219,5.597576,6.000000,0.932929,0.900061,0.996603
222,5.631646,6.000000,0.938608,0.907912,1.000000
223,19.006300,20.000000,0.950315,0.889092,1.000000
224,28.084803,31.000000,0.905961,0.881252,0.947953
225,13.713695,15.000000,0.914246,0.889149,0.933716
227,2.000000,2.000000,1.000000,1.000000,1.000000
228,5.627794,6.000000,0.937966,0.906948,1.000000
229,16.570780,18.000000,0.920599,0.891433,0.941448
230,18.454910,20.000000,0.922746,0.895690,0.999999
231,2.000000,2.000000,1.000000,1.000000,1.000000
236,6.387543,7.000000,0.912506,0.887075,0.932924
237,6.000000,6.000000,1.000000,1.000000,1.000000
238,3.655608,4.000000,0.913902,0.902430,0.925374
240,5.659038,6.000000,0.943173,0.914760,1.000000
242,3.676896,4.000000,0.919224,0.896372,0.942076
245,1.877821,2.000000,0.938910,0.938910,0.938910
249,13.149775,14.000000,0.939270,0.903057,0.959181
252,0.904022,1.000000,0.904022,0.904022,0.904022
254,17.383627,19.000000,0.914928,0.887239,0.932834
256,30.265717,32.000000,0.945804,0.904731,0.991577
541,1.910645,2.000000,0.955323,0.955323,0.955323
542,2.000000,2.000000,1.000000,1.000000,1.000000
550,1.999999,2.000000,0.999999,0.999999,0.999999
553,2.000000,2.000000,1.000000,1.000000,1.000000
554,2.000000,2.000000,1.000000,1.000000,1.000000
555,1.999999,2.000000,1.000000,1.000000,1.000000
559,7.672107,8.000000,0.959013,0.918027,1.000000
560,1.845638,2.000000,0.922819,0.922819,0.922819
583,7.544681,8.000000,0.943085,0.886170,1.000000
587,9.314374,10.000000,0.931437,0.886431,0.999999
589,2.000000,2.000000,1.000000,1.000000,1.000000
590,2.000000,2.000000,1.000000,1.000000,1.000000
595,5.598107,6.000000,0.933018,0.899527,1.000000
599,1.763865,2.000000,0.881933,0.881933,0.881933
600,7.199594,8.000000,0.899949,0.883755,0.913932
605,2.000000,2.000000,1.000000,1.000000,1.000000
608,33.438961,37.000000,0.903756,0.882429,0.924123
613,1.770580,2.000000,0.885290,0.885290,0.885290
627,6.242671,7.000000,0.891810,0.880925,0.902820
628,5.577142,6.000000,0.929524,0.894286,1.000000
639,30.051548,32.000000,0.939111,0.908921,1.000000
641,1.799016,2.000000,0.899508,0.899508,0.899508
645,9.428925,10.000000,0.942892,0.883943,0.963583
652,7.489452,8.000000,0.936181,0.899409,1.000000
656,35.861099,39.000000,0.919515,0.884050,0.980946
659,2.655550,3.000000,0.885183,0.880955,0.888826
669,13.035815,14.000000,0.931130,0.907706,0.957228
670,1.996207,2.000000,0.998104,0.998104,0.998104
672,3.634481,4.000000,0.908620,0.902495,0.914745
677,18.501585,20.000000,0.925079,0.888450,1.000000
679,5.617582,6.000000,0.936264,0.929302,0.944593
680,5.686886,6.000000,0.947814,0.939740,0.956083
681,6.448078,7.000000,0.921154,0.909361,0.926163
682,3.652120,4.000000,0.913030,0.900890,0.925170
683,12.679210,14.000000,0.905658,0.890661,0.920009
684,4.674711,5.000000,0.934942,0.880427,0.982165
686,1.770069,2.000000,0.885035,0.885035,0.885035
688,5.530779,6.000000,0.921797,0.917294,0.927746
692,7.419352,8.000000,0.927419,0.922177,0.933936
695,1.777976,2.000000,0.888988,0.888988,0.888988
700,2.718860,3.000000,0.906287,0.889907,0.914477
702,7.339370,8.000000,0.917421,0.908629,0.923758
707,2.671286,3.000000,0.890429,0.890187,0.890549
713,1.990868,2.000000,0.995434,0.995434,0.995434
718,1.802970,2.000000,0.901485,0.901485,0.901485
727,0.907776,1.000000,0.907776,0.907776,0.907776
734,4.541030,5.000000,0.908206,0.881564,0.939679
735,3.614899,4.000000,0.903725,0.893691,0.913759
738,6.484450,7.000000,0.926350,0.910407,0.933711
739,14.821944,16.000000,0.926372,0.913905,0.942042
741,1.773179,2.000000,0.886589,0.886589,0.886589
743,7.120192,8.000000,0.890024,0.882375,0.904736
749,1.915153,2.000000,0.957577,0.957577,0.957577
753,6.540316,7.000000,0.934331,0.894934,0.982186
760,6.426158,7.000000,0.918023,0.883148,0.962067
762,3.604318,4.000000,0.901079,0.882268,0.919891
764,7.338557,8.000000,0.917320,0.904406,0.928480
766,1.773317,2.000000,0.886658,0.886658,0.886658
767,21.568743,24.000000,0.898698,0.886716,0.919967
769,10.970334,12.000000,0.914195,0.882168,0.934578
770,21.067400,23.000000,0.915974,0.891490,0.934425
771,5.642080,6.000000,0.940347,0.908760,1.000000
775,5.348526,6.000000,0.891421,0.883890,0.900376
776,1.878676,2.000000,0.939338,0.939338,0.939338
778,1.783835,2.000000,0.891917,0.891917,0.891917
779,4.746272,5.000000,0.949254,0.936097,0.961595
785,0.888034,1.000000,0.888034,0.888034,0.888034
790,7.199510,8.000000,0.899939,0.884670,0.913091
792,1.790838,2.000000,0.895419,0.895419,0.895419
798,0.912660,1.000000,0.912660,0.912660,0.912660
800,2.701613,3.000000,0.900538,0.898583,0.901515
803,1.801591,2.000000,0.900796,0.900796,0.900796
807,1.825086,2.000000,0.912543,0.912543,0.912543
813,6.401639,7.000000,0.914520,0.896780,0.922510
814,2.676114,3.000000,0.892038,0.880977,0.897569
819,6.464894,7.000000,0.923556,0.916169,0.931509
832,4.480573,5.000000,0.896115,0.881189,0.907572
833,1.855727,2.000000,0.927863,0.927863,0.927863
842,7.149282,8.000000,0.893660,0.881636,0.906013
845,5.444149,6.000000,0.907358,0.881684,0.920833
849,5.475451,6.000000,0.912575,0.892038,0.933140
853,5.640211,6.000000,0.940035,0.932815,0.952246
855,5.503690,6.000000,0.917282,0.906008,0.928252
858,1.865569,2.000000,0.932785,0.932785,0.932785
860,2.733451,3.000000,0.911150,0.909389,0.912031
862,1.771935,2.000000,0.885967,0.885967,0.885967
866,1.767514,2.000000,0.883757,0.883757,0.883757
877,13.495906,15.000000,0.899727,0.883287,0.931147
878,1.779669,2.000000,0.889834,0.889834,0.889834
879,0.899997,1.000000,0.899997,0.899997,0.899997
881,2.667918,3.000000,0.889306,0.889152,0.889383
882,1.862504,2.000000,0.931252,0.931252,0.931252
883,5.435025,6.000000,0.905838,0.885181,0.921015
898,5.771237,6.000000,0.961873,0.945463,0.990561
901,1.766289,2.000000,0.883145,0.883145,0.883145
903,1.876509,2.000000,0.938255,0.938255,0.938255
908,1.955145,2.000000,0.977573,0.977573,0.977573
910,7.324642,8.000000,0.915580,0.889741,0.952633
919,1.765685,2.000000,0.882843,0.882843,0.882843
923,5.582504,6.000000,0.930417,0.917843,0.941758
928,26.229628,29.000000,0.904470,0.883547,0.935977
931,5.999997,6.000000,1.000000,1.000000,1.000000
934,7.675809,8.000000,0.959476,0.954340,0.962605
937,2.000000,2.000000,1.000000,1.000000,1.000000
945,12.330819,13.000000,0.948525,0.897992,1.000000
951,1.934192,2.000000,0.967096,0.967096,0.967096
957,6.438344,7.000000,0.919763,0.898346,0.934690
963,1.824723,2.000000,0.912361,0.912361,0.912361
964,3.749913,4.000000,0.937478,0.912451,0.962505
965,6.334451,7.000000,0.904922,0.887492,0.917890
967,8.124681,9.000000,0.902742,0.895189,0.911242
977,2.644683,3.000000,0.881561,0.880815,0.883052
979,7.416375,8.000000,0.927047,0.905651,0.943299
989,3.655823,4.000000,0.913956,0.911635,0.916277
992,7.275662,8.000000,0.909458,0.901045,0.924430
994,1.770122,2.000000,0.885061,0.885061,0.885061
1001,1.817607,2.000000,0.908803,0.908803,0.908803
1002,4.685172,5.000000,0.937034,0.901591,0.960228
1004,1.787365,2.000000,0.893683,0.893683,0.893683
1006,9.917022,11.000000,0.901547,0.880561,0.912056
1009,1.895310,2.000000,0.947655,0.947655,0.947655
1012,2.676609,3.000000,0.892203,0.882408,0.897100
1013,9.063438,10.000000,0.906344,0.888154,0.923322
1016,16.739584,18.000000,0.929977,0.888628,0.954230
1018,10.142857,11.000000,0.922078,0.886727,0.953612
1021,3.572214,4.000000,0.893054,0.892800,0.893307
1024,3.593127,4.000000,0.898282,0.886220,0.910343
1026,3.695715,4.000000,0.923929,0.922613,0.925244
1031,4.649941,5.000000,0.929988,0.919766,0.935274
1035,9.815581,11.000000,0.892326,0.881893,0.908082
1037,5.509017,6.000000,0.918169,0.899398,0.940638
1042,7.495278,8.000000,0.936910,0.929222,0.941112
1047,7.229064,8.000000,0.903633,0.881773,0.923672
1050,1.850090,2.000000,0.925045,0.925045,0.925045
1051,0.882880,1.000000,0.882880,0.882880,0.882880
1052,5.339427,6.000000,0.889904,0.889376,0.890615
1055,6.525445,7.000000,0.932206,0.889438,0.996747
1060,1.937681,2.000000,0.968841,0.968841,0.968841
1073,1.812377,2.000000,0.906189,0.906189,0.906189
1078,0.884782,1.000000,0.884782,0.884782,0.884782
1079,8.127088,9.000000,0.903010,0.889048,0.915095
1080,12.797977,14.000000,0.914141,0.897536,0.925143
1081,3.608994,4.000000,0.902249,0.888277,0.916220
1082,7.193938,8.000000,0.899242,0.880497,0.930126
1085,7.518116,8.000000,0.939764,0.927757,0.948802
1086,3.664275,4.000000,0.916069,0.888665,0.943473
1089,1.802145,2.000000,0.901072,0.901072,0.901072
1092,5.743775,6.000000,0.957296,0.935944,1.000000
1097,2.741024,3.000000,0.913675,0.893005,0.924010
1098,1.815735,2.000000,0.907867,0.907867,0.907867
1099,4.505869,5.000000,0.901174,0.883651,0.927144
2358,1.769639,2.000000,0.884819,0.884819,0.884819
2361,1.867498,2.000000,0.933749,0.933749,0.933749
2368,5.581138,6.000000,0.930190,0.923225,0.936603
2372,1.860887,2.000000,0.930443,0.930443,0.930443
2376,1.783917,2.000000,0.891958,0.891958,0.891958
2380,1.830682,2.000000,0.915341,0.915341,0.915341
2385,1.867709,2.000000,0.933854,0.933854,0.933854
2409,1.896716,2.000000,0.948358,0.948358,0.948358
2421,1.816577,2.000000,0.908289,0.908289,0.908289
2424,1.938074,2.000000,0.969037,0.969037,0.969037
2426,1.772950,2.000000,0.886475,0.886475,0.886475
2436,2.779766,3.000000,0.926589,0.890876,0.944445
2438,1.906432,2.000000,0.953216,0.953216,0.953216
2443,1.761929,2.000000,0.880964,0.880964,0.880964
2446,2.764420,3.000000,0.921473,0.908838,0.927791
2448,1.775616,2.000000,0.887808,0.887808,0.887808
2449,0.885960,1.000000,0.885960,0.885960,0.885960
2450,4.623434,5.000000,0.924687,0.903518,0.949340
2452,7.208540,8.000000,0.901067,0.880792,0.915358
2453,1.772055,2.000000,0.886028,0.886028,0.886028
2456,1.770395,2.000000,0.885197,0.885197,0.885197
2460,3.585913,4.000000,0.896478,0.889480,0.903476
2467,1.778236,2.000000,0.889118,0.889118,0.889118
2477,5.549036,6.000000,0.924839,0.894535,0.951614
2482,1.781833,2.000000,0.890916,0.890916,0.890916
2486,3.670310,4.000000,0.917578,0.912745,0.922410
2487,0.924611,1.000000,0.924611,0.924611,0.924611
2495,5.408824,6.000000,0.901471,0.895488,0.911758
2509,1.783454,2.000000,0.891727,0.891727,0.891727
2515,5.621231,6.000000,0.936872,0.906467,0.978953
2519,1.761863,2.000000,0.880931,0.880931,0.880931
2528,0.892130,1.000000,0.892130,0.892130,0.892130
2532,2.691362,3.000000,0.897121,0.891608,0.899877
2533,1.866898,2.000000,0.933449,0.933449,0.933449
2541,1.785936,2.000000,0.892968,0.892968,0.892968
2545,1.857574,2.000000,0.928787,0.928787,0.928787
2548,6.487287,7.000000,0.926755,0.907472,0.947504
2550,0.914940,1.000000,0.914940,0.914940,0.914940
2553,0.908244,1.000000,0.908244,0.908244,0.908244
2555,6.525062,7.000000,0.932152,0.881658,0.976818
2561,0.887116,1.000000,0.887116,0.887116,0.887116
